,game_id,review_id,author,voted_up,language
55,1433420,130144506,"{'steamid': '76561198358313849', 'num_games_owned': 1378, 'num_reviews': 238, 'playtime_forever': 44, 'playtime_last_two_weeks': 0, 'playtime_at_review': 44, 'last_played': 1669463144}",True,english
56,1433420,130677776,"{'steamid': '76561198069402855', 'num_games_owned': 1033, 'num_reviews': 194, 'playtime_forever': 393, 'playtime_last_two_weeks': 0, 'playtime_at_review': 393, 'last_played': 1673497443}",True,english
57,1433420,130336105,"{'steamid': '76561198149222284', 'num_games_owned': 1665, 'num_reviews': 81, 'playtime_forever': 348, 'playtime_last_two_weeks': 0, 'playtime_at_review': 348, 'last_played': 1672963977}",False,english
58,1433430,77943284,"{'steamid': '76561198333437588', 'num_games_owned': 95, 'num_reviews': 186, 'playtime_forever': 100, 'playtime_last_two_weeks': 0, 'playtime_at_review': 96, 'last_played': 1605788912}",True,english
59,1433430,77993167,"{'steamid': '76561199087398766', 'num_games_owned': 3, 'num_reviews': 13, 'playtime_forever': 19, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6, 'last_played': 1626471754}",True,english
60,1433430,78658017,"{'steamid': '76561199103927056', 'num_games_owned': 1, 'num_reviews': 4, 'playtime_forever': 566, 'playtime_last_two_weeks': 0, 'playtime_at_review': 566, 'last_played': 1604414443}",True,english
61,1433430,78080168,"{'steamid': '76561198853308942', 'num_games_owned': 66, 'num_reviews': 123, 'playtime_forever': 36, 'playtime_last_two_weeks': 0, 'playtime_at_review': 36, 'last_played': 1603555121}",True,english
62,1433430,78078993,"{'steamid': '76561198087180816', 'num_games_owned': 15, 'num_reviews': 4, 'playtime_forever': 51, 'playtime_last_two_weeks': 0, 'playtime_at_review': 51, 'last_played': 1603552659}",True,english
63,1433430,77989862,"{'steamid': '76561199070291484', 'num_games_owned': 1, 'num_reviews': 1, 'playtime_forever': 63, 'playtime_last_two_weeks': 0, 'playtime_at_review': 49, 'last_played': 1608328021}",True,english
64,1433430,77966999,"{'steamid': '76561198263349675', 'num_games_owned': 28, 'num_reviews': 63, 'playtime_forever': 124, 'playtime_last_two_weeks': 0, 'playtime_at_review': 123, 'last_played': 1640093544}",True,english
65,1433430,77963401,"{'steamid': '76561198004812401', 'num_games_owned': 176, 'num_reviews': 84, 'playtime_forever': 63, 'playtime_last_two_weeks': 0, 'playtime_at_review': 63, 'last_played': 1603366212}",True,english
66,1433470,94787738,"{'steamid': '76561198352368959', 'num_games_owned': 374, 'num_reviews': 122, 'playtime_forever': 6, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6, 'last_played': 1625119431}",False,english
67,1433470,93469641,"{'steamid': '76561198081376337', 'num_games_owned': 553, 'num_reviews': 4, 'playtime_forever': 935, 'playtime_last_two_weeks': 0, 'playtime_at_review': 314, 'last_played': 1626855097}",False,english
68,1433470,93429352,"{'steamid': '76561198004740910', 'num_games_owned': 136, 'num_reviews': 11, 'playtime_forever': 267, 'playtime_last_two_weeks': 0, 'playtime_at_review': 184, 'last_played': 1623784822}",True,english
69,1433470,107483834,"{'steamid': '76561198062332445', 'num_games_owned': 338, 'num_reviews': 39, 'playtime_forever': 204, 'playtime_last_two_weeks': 0, 'playtime_at_review': 204, 'last_played': 1641511670}",False,english
70,1433470,94484062,"{'steamid': '76561198062783933', 'num_games_owned': 356, 'num_reviews': 1, 'playtime_forever': 51, 'playtime_last_two_weeks': 0, 'playtime_at_review': 51, 'last_played': 1624560033}",False,english
71,1433470,93435667,"{'steamid': '76561198117541416', 'num_games_owned': 885, 'num_reviews': 159, 'playtime_forever': 1579, 'playtime_last_two_weeks': 0, 'playtime_at_review': 116, 'last_played': 1641450571}",True,english
72,1433470,93980419,"{'steamid': '76561198031359297', 'num_games_owned': 278, 'num_reviews': 13, 'playtime_forever': 1589, 'playtime_last_two_weeks': 0, 'playtime_at_review': 589, 'last_played': 1624214038}",True,english
73,1433480,81327708,"{'steamid': '76561198012828546', 'num_games_owned': 2128, 'num_reviews': 23, 'playtime_forever': 84, 'playtime_last_two_weeks': 0, 'playtime_at_review': 40, 'last_played': 1653171656}",True,english
74,1433480,81271196,"{'steamid': '76561198799408949', 'num_games_owned': 6, 'num_reviews': 1, 'playtime_forever': 13, 'playtime_last_two_weeks': 0, 'playtime_at_review': 13, 'last_played': 1606764815}",True,english
75,1433480,80680666,"{'steamid': '76561198055839973', 'num_games_owned': 1191, 'num_reviews': 6, 'playtime_forever': 17, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7, 'last_played': 1606746086}",True,english
76,1433480,81178609,"{'steamid': '76561198106180956', 'num_games_owned': 631, 'num_reviews': 25, 'playtime_forever': 41, 'playtime_last_two_weeks': 0, 'playtime_at_review': 41, 'last_played': 1606404136}",True,english
77,1433480,82035181,"{'steamid': '76561197972253332', 'num_games_owned': 210, 'num_reviews': 6, 'playtime_forever': 11, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11, 'last_played': 1607648925}",True,english
78,1433480,81758770,"{'steamid': '76561198272008631', 'num_games_owned': 484, 'num_reviews': 109, 'playtime_forever': 34, 'playtime_last_two_weeks': 0, 'playtime_at_review': 16, 'last_played': 1609869659}",True,english
79,1433480,97272844,"{'steamid': '76561198318100836', 'num_games_owned': 24, 'num_reviews': 5, 'playtime_forever': 48, 'playtime_last_two_weeks': 0, 'playtime_at_review': 22, 'last_played': 1658548070}",True,english
80,1433480,93340889,"{'steamid': '76561198277149230', 'num_games_owned': 98, 'num_reviews': 21, 'playtime_forever': 616, 'playtime_last_two_weeks': 0, 'playtime_at_review': 616, 'last_played': 1623043166}",True,english
81,1433480,82993239,"{'steamid': '76561198027816370', 'num_games_owned': 210, 'num_reviews': 25, 'playtime_forever': 33, 'playtime_last_two_weeks': 0, 'playtime_at_review': 19, 'last_played': 1611622823}",True,english
82,1433480,84170548,"{'steamid': '76561198147464508', 'num_games_owned': 104, 'num_reviews': 33, 'playtime_forever': 8, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1613497322}",True,english
83,1433480,94349086,"{'steamid': '76561198326888211', 'num_games_owned': 93, 'num_reviews': 9, 'playtime_forever': 133, 'playtime_last_two_weeks': 0, 'playtime_at_review': 133, 'last_played': 1624038281}",True,english
84,1433480,84201705,"{'steamid': '76561198090113247', 'num_games_owned': 163, 'num_reviews': 6, 'playtime_forever': 32, 'playtime_last_two_weeks': 0, 'playtime_at_review': 32, 'last_played': 1610000223}",True,english
85,1433480,84164632,"{'steamid': '76561198261943963', 'num_games_owned': 130, 'num_reviews': 12, 'playtime_forever': 42, 'playtime_last_two_weeks': 0, 'playtime_at_review': 26, 'last_played': 1609956047}",True,english
86,1433480,83765238,"{'steamid': '76561198297452359', 'num_games_owned': 66, 'num_reviews': 27, 'playtime_forever': 78, 'playtime_last_two_weeks': 0, 'playtime_at_review': 36, 'last_played': 1670713180}",True,english
87,1433480,84110762,"{'steamid': '76561198062357147', 'num_games_owned': 710, 'num_reviews': 9, 'playtime_forever': 35, 'playtime_last_two_weeks': 0, 'playtime_at_review': 22, 'last_played': 1609900158}",True,english
88,1433480,80113291,"{'steamid': '76561198140669278', 'num_games_owned': 204, 'num_reviews': 45, 'playtime_forever': 29, 'playtime_last_two_weeks': 0, 'playtime_at_review': 28, 'last_played': 1608695850}",True,english
89,1433480,84443769,"{'steamid': '76561198076357346', 'num_games_owned': 443, 'num_reviews': 17, 'playtime_forever': 43, 'playtime_last_two_weeks': 0, 'playtime_at_review': 43, 'last_played': 1610300948}",True,english
90,1433480,84261790,"{'steamid': '76561198058828079', 'num_games_owned': 933, 'num_reviews': 45, 'playtime_forever': 12, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7, 'last_played': 1630777199}",True,english
91,1433480,87763738,"{'steamid': '76561198022458871', 'num_games_owned': 553, 'num_reviews': 553, 'playtime_forever': 37, 'playtime_last_two_weeks': 0, 'playtime_at_review': 37, 'last_played': 1614747590}",True,english
92,1433480,90866877,"{'steamid': '76561198113953843', 'num_games_owned': 1068, 'num_reviews': 511, 'playtime_forever': 8, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8, 'last_played': 1619307358}",True,english
93,1433480,86099258,"{'steamid': '76561199031032020', 'num_games_owned': 165, 'num_reviews': 81, 'playtime_forever': 80, 'playtime_last_two_weeks': 0, 'playtime_at_review': 80, 'last_played': 1610061873}",False,english
94,1433480,126880029,"{'steamid': '76561199186751224', 'num_games_owned': 6, 'num_reviews': 3, 'playtime_forever': 2590, 'playtime_last_two_weeks': 0, 'playtime_at_review': 342, 'last_played': 1670857972}",True,english
95,1433480,123951198,"{'steamid': '76561199256826878', 'num_games_owned': 4, 'num_reviews': 5, 'playtime_forever': 274, 'playtime_last_two_weeks': 0, 'playtime_at_review': 250, 'last_played': 1673892772}",True,english
96,1433480,117953363,"{'steamid': '76561198030848108', 'num_games_owned': 1116, 'num_reviews': 50, 'playtime_forever': 55, 'playtime_last_two_weeks': 0, 'playtime_at_review': 55, 'last_played': 1656622380}",True,english
97,1433480,91501386,"{'steamid': '76561198374542304', 'num_games_owned': 188, 'num_reviews': 57, 'playtime_forever': 280, 'playtime_last_two_weeks': 0, 'playtime_at_review': 280, 'last_played': 1620181464}",True,english
98,1433480,84527782,"{'steamid': '76561197981092690', 'num_games_owned': 1335, 'num_reviews': 1, 'playtime_forever': 34, 'playtime_last_two_weeks': 0, 'playtime_at_review': 29, 'last_played': 1610419810}",True,english
99,1433480,83748309,"{'steamid': '76561198968393515', 'num_games_owned': 20, 'num_reviews': 8, 'playtime_forever': 35, 'playtime_last_two_weeks': 0, 'playtime_at_review': 13, 'last_played': 1642520506}",True,english
100,1433480,81811219,"{'steamid': '76561197966040453', 'num_games_owned': 665, 'num_reviews': 9, 'playtime_forever': 25, 'playtime_last_two_weeks': 4, 'playtime_at_review': 18, 'last_played': 1678657689}",True,english
101,1433490,99350197,"{'steamid': '76561198108478913', 'num_games_owned': 108, 'num_reviews': 240, 'playtime_forever': 47, 'playtime_last_two_weeks': 0, 'playtime_at_review': 47, 'last_played': 1631635563}",True,english
102,1433490,99280376,"{'steamid': '76561198427365449', 'num_games_owned': 623, 'num_reviews': 228, 'playtime_forever': 125, 'playtime_last_two_weeks': 0, 'playtime_at_review': 124, 'last_played': 1631793280}",True,english
103,1433500,112024056,"{'steamid': '76561198195366114', 'num_games_owned': 559, 'num_reviews': 11, 'playtime_forever': 557, 'playtime_last_two_weeks': 0, 'playtime_at_review': 253, 'last_played': 1647184637}",True,english
104,1433500,114324433,"{'steamid': '76561198093331055', 'num_games_owned': 32, 'num_reviews': 4, 'playtime_forever': 158, 'playtime_last_two_weeks': 0, 'playtime_at_review': 82, 'last_played': 1658243853}",True,english
105,1433570,130691272,"{'steamid': '76561199217571521', 'num_games_owned': 179, 'num_reviews': 40, 'playtime_forever': 835, 'playtime_last_two_weeks': 0, 'playtime_at_review': 835, 'last_played': 1670323461}",True,english
106,1433570,129879950,"{'steamid': '76561198846272254', 'num_games_owned': 59, 'num_reviews': 6, 'playtime_forever': 1236, 'playtime_last_two_weeks': 45, 'playtime_at_review': 800, 'last_played': 1678340884}",True,english
107,1433570,130479066,"{'steamid': '76561198119458757', 'num_games_owned': 66, 'num_reviews': 18, 'playtime_forever': 1217, 'playtime_last_two_weeks': 334, 'playtime_at_review': 763, 'last_played': 1678232903}",True,english
108,1432750,134278410,"{'steamid': '76561197996928000', 'num_games_owned': 1157, 'num_reviews': 115, 'playtime_forever': 23, 'playtime_last_two_weeks': 16, 'playtime_at_review': 23, 'last_played': 1678251192}",False,english
109,1432760,85139561,"{'steamid': '76561198835233831', 'num_games_owned': 1162, 'num_reviews': 1, 'playtime_forever': 49, 'playtime_last_two_weeks': 0, 'playtime_at_review': 44, 'last_played': 1624663323}",False,english
110,1432760,88918184,"{'steamid': '76561198038977616', 'num_games_owned': 1379, 'num_reviews': 151, 'playtime_forever': 22, 'playtime_last_two_weeks': 0, 'playtime_at_review': 22, 'last_played': 1616038995}",True,english
111,1432760,86399202,"{'steamid': '76561198016389230', 'num_games_owned': 2177, 'num_reviews': 6, 'playtime_forever': 16, 'playtime_last_two_weeks': 0, 'playtime_at_review': 16, 'last_played': 1613049812}",True,english
112,1432760,85578026,"{'steamid': '76561198117019658', 'num_games_owned': 182, 'num_reviews': 5, 'playtime_forever': 17, 'playtime_last_two_weeks': 0, 'playtime_at_review': 17, 'last_played': 1611947210}",True,english
113,1432760,85720402,"{'steamid': '76561198073839556', 'num_games_owned': 160, 'num_reviews': 12, 'playtime_forever': 16, 'playtime_last_two_weeks': 0, 'playtime_at_review': 16, 'last_played': 1611331375}",True,english
114,1432760,93361085,"{'steamid': '76561198168024695', 'num_games_owned': 204, 'num_reviews': 4, 'playtime_forever': 39, 'playtime_last_two_weeks': 0, 'playtime_at_review': 39, 'last_played': 1623082211}",True,english
115,1432760,90910804,"{'steamid': '76561198124889356', 'num_games_owned': 163, 'num_reviews': 15, 'playtime_forever': 96, 'playtime_last_two_weeks': 0, 'playtime_at_review': 52, 'last_played': 1623514406}",True,english
116,1432760,87287445,"{'steamid': '76561198160148580', 'num_games_owned': 487, 'num_reviews': 51, 'playtime_forever': 5, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1614082871}",False,english
117,1432880,83938675,"{'steamid': '76561198394807583', 'num_games_owned': 19, 'num_reviews': 3, 'playtime_forever': 25, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9, 'last_played': 1626980935}",True,english
118,1432880,83677051,"{'steamid': '76561198014253005', 'num_games_owned': 81, 'num_reviews': 2, 'playtime_forever': 19, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7, 'last_played': 1610645572}",True,english
119,1432880,97987377,"{'steamid': '76561198231091252', 'num_games_owned': 124, 'num_reviews': 4, 'playtime_forever': 28, 'playtime_last_two_weeks': 0, 'playtime_at_review': 28, 'last_played': 1609349868}",True,english
120,1432890,86046386,"{'steamid': '76561198100011521', 'num_games_owned': 406, 'num_reviews': 730, 'playtime_forever': 524, 'playtime_last_two_weeks': 0, 'playtime_at_review': 86, 'last_played': 1612843995}",True,english
121,1432890,106412977,"{'steamid': '76561199005338534', 'num_games_owned': 207, 'num_reviews': 5, 'playtime_forever': 28, 'playtime_last_two_weeks': 0, 'playtime_at_review': 28, 'last_played': 1640337152}",False,english
122,1432890,87248263,"{'steamid': '76561198988952482', 'num_games_owned': 122, 'num_reviews': 50, 'playtime_forever': 12, 'playtime_last_two_weeks': 0, 'playtime_at_review': 12, 'last_played': 1614024410}",False,english
123,1432890,86828106,"{'steamid': '76561198972108985', 'num_games_owned': 16, 'num_reviews': 10, 'playtime_forever': 177, 'playtime_last_two_weeks': 0, 'playtime_at_review': 174, 'last_played': 1619029902}",True,english
124,1432890,112295102,"{'steamid': '76561198216426233', 'num_games_owned': 143, 'num_reviews': 20, 'playtime_forever': 250, 'playtime_last_two_weeks': 0, 'playtime_at_review': 250, 'last_played': 1646937489}",True,english
125,1432890,86023472,"{'steamid': '76561198048385496', 'num_games_owned': 671, 'num_reviews': 20, 'playtime_forever': 66, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5, 'last_played': 1613832414}",True,english
126,1432890,86025446,"{'steamid': '76561198830554929', 'num_games_owned': 552, 'num_reviews': 5, 'playtime_forever': 44, 'playtime_last_two_weeks': 0, 'playtime_at_review': 10, 'last_played': 1612578330}",True,english
127,1432910,128991918,"{'steamid': '76561198158329121', 'num_games_owned': 163, 'num_reviews': 7, 'playtime_forever': 59, 'playtime_last_two_weeks': 0, 'playtime_at_review': 59, 'last_played': 1669856709}",False,english
128,1432910,131225418,"{'steamid': '76561197995758652', 'num_games_owned': 517, 'num_reviews': 39, 'playtime_forever': 1160, 'playtime_last_two_weeks': 0, 'playtime_at_review': 675, 'last_played': 1674626751}",True,english
129,1432910,133741744,"{'steamid': '76561199015031054', 'num_games_owned': 83, 'num_reviews': 3, 'playtime_forever': 452, 'playtime_last_two_weeks': 5, 'playtime_at_review': 452, 'last_played': 1677507529}",False,english
130,1432930,81494534,"{'steamid': '76561198330888468', 'num_games_owned': 447, 'num_reviews': 399, 'playtime_forever': 14, 'playtime_last_two_weeks': 0, 'playtime_at_review': 14, 'last_played': 1606953198}",False,english
